rating,title,text,timestamp,helpful_vote
1.0,Stopped working with iPhone within 2 years.,"Message ""Coverage Expired"".",1652038375157,0
5.0,Didn’t realize I need these until I had them,"If I lost them, I would purchase them again without any doubt. They’re amazing, reliable, and stay in your ears. The phone calls are very clear and bluetooth connects as soon as they touch your ear. I can leave my phone downstairs while staying on a clear call upstairs. I love it.",1625900216585,1
5.0,AWESOME,Pros: AWESOME<br />CONS: none,1611585927590,0
5.0,Great purchase at a great price.,Great buy!!,1610077706975,0
5.0,Great Product,Works great! Exactly what I expected.,1572613172145,0
5.0,great quality,These are Awesome my girls LOVE them,1577658826054,0
5.0,Good product but has quirky close range issue,"My significant other loves them. Only issue (also happens with my pair) is if you carry your iPhone on your right side of your body and have only the left AirPod in, it’ll loose sound in and out like your out of range.",1581473217018,0
2.0,One airpod just stopped working randomly.,"It's been less than two years, and one of the airdpods just quit working. Will buy from Costco next time, since they have a great return policy and the product comes with applecare, for the same price.",1644863914445,0
5.0,Works nice,School,1660535165491,0
5.0,Amazing!,How did I live without these?  They are amazing.,1589074069211,0
5.0,Wife loves them,Very comfortable to wear.,1623284856198,0
5.0,Great gift,Awesome,1566432220480,0
3.0,"Not great sound, no noise blocking",I had a pair of AirPod Pros before these and they were ruined in the washer/Dryer so rather than invest $200+ I thought I’d get these and it was a mistake.  No noise cancelation and poor sound quality… all just average,1626959954287,0
5.0,Great airpods,I love everything about these airpods!,1620762806765,0
5.0,Real and good quality!,"I have been using this for a while, it works pretty well.",1608606894700,0
5.0,Airpod,My three kids love them!! Best gift!,1584914212636,0
5.0,These rock,"I know you can get nice alternatives for far less $.  I tried 2 such options.  I returned both.  Thing is, if you have the money to pay far more for these, and IF you have an iphone, get airpods.  These darned things work so seamlessly with my iphone that it makes the ""upcharge"" worth every penny.",1595081950838,0
5.0,Good airpods,Good AirPods<br />Good gift for Christmas,1646786460426,0
5.0,Love,Love my AirPods.  Can’t complain.,1582358230494,0
5.0,Great gift,"Christmas gift, he loves them!",1588543195136,0
5.0,"If you're questioning if you should, the answer is yes","I really, really debated on whether or not I wanted to spend the money on these. I regret not buying them sooner. I tried the knockoffs and they sucked but these... These are perfect. They hold a charge. I mean, really hold a charge. I keep my charging cable at my desk and unplugged it one day and forgot to plug it back in. For a whole week I kept plugging the case into the unplugged charging cord. A whole week. I mean, I don't use them constantly but I definitely have them on for a couple hours most days. The sound is phenomenal. No complaints. If you're like me and you can't use most headphones because they insert into your ear and questioning the cost, just do it, you won't regret it.",1579939993633,0
5.0,My son loves these!,"I haven't used these, as my son purchased them. But I have tried them in my ear. The fit was snug and would not just fall out. The sound was clear. When my son calls me his voice comes across as very clear. When he has them in his ears he cannot hear me so I am assuming the noise cancelling is working just fine lol!",1594052620578,0
5.0,Good price for Apple Airpods,Good sound.  Work as expected,1615513896692,0
3.0,Low battery life,Battery life so low,1628199762387,0
5.0,Good buy,Good sound quality. Great for running,1578770698145,0
5.0,Like them!,Love them for working out with — no wires!,1608230336727,0
1.0,"Watch out for your ears, if you like things quiet","These actually stay in better than I expected, and they work OK the most situations, but when I’m fortunate enough to be sitting in a quiet room, listening to something quietly in the background, while I am concentrating on something else, and then I get a phone call, the ringer volume blasts my ears, sometimes causing literal pain.  I cannot drop the ringer volume as much as it would need to be for my ear comfort when I’m listening with the AirPods because then I will not hear the ringer when it is coming through the phone speaker.  There is no way to separately adjust the volume of the ringer via phone speaker (when I want it loud enough to wake me up when I am on call overnight) versus the AirPods (where I want it to be controlled by the overall volume just like everything else that I’m listening to through the AirPods, so I don’t get blasted every time someone calls me).",1669170326022,1
1.0,Not recommended,They are small for my ears,1582819048807,0
5.0,Bought 2 pairs! They are Authentic! Sound great! All the features work Perfectly!,I bought these for my wife and I when we use the treadmill. Registered both pairs with Apple for warranty. All good!,1654693227335,0
1.0,"Fall out of my ears constantly, other problems","1 Star<br />I don't think these are genuine Apple Air Pods. People I know who have them don't have any of the problems I've had. See below.<br />• Frequently can’t perform functions asked through Siri, just says “working on it” then drops.  Ironically none of my non-apple earpieces have any trouble, ever, only Apple EarPods fail, often so I think they are knock offs.<br />• unless you put them back in their case when you’re done using them they will continue to answer your phone, sometimes mid-call when you aren’t wearing them. You can go to settings to turn them off, but every single other earpiece or headphone I've ever owned disconnects when you take them off.<br />• they are worthless if you are doing anything other than sitting still in one place. They fall out of my ears constantly and if I don’t have music playing at the time I don’t always notice and have to search for them. The newer version may be better, this version is a ridiculous, inexcusable design flaw.<br />•Since you can only recharge them or pair them with a devise when they’re in their case if you misplace the case you’re out of luck and buying a new one is not cheap.",1568812248512,7
5.0,"I love them so much, bought them for my auntie too!","So I do online classes. I hate headsets, they are clunky and mess My hair. I bought a pair last year for my Zoom conferences and they last two and a half hours in my ears. That is pretty good for such a small item. My Aunt is hard of hearing so I bought her a pair. She hears much better.",1632063430064,0
5.0,These take listening to a new level for me,"I love the quality and I can listen to music while working in the yard and also monitor phone calls and texts. I spend about 30 hours a week on the phone and these help with clarity, freedom to walk around and block the background noise.  I’m thinking about getting another backup pair.",1659706502974,1
5.0,Love them,"Purchased as gift, he loves them!",1582643335630,0
1.0,This sets are FaKe,"This AirPods are not real. They behave weird. Sound is not good they get disconnected after use and take long time to pair. Besides that, they do not pair with macbook air and charge do not last more than 1.5 -2 hours.<br />If you write the serial number in check device apple page it clearly saids that ‘serial number not found get a real serial number’. So, i ll return item and I m really disappointed about this product. Be aware and will not recommended at all.",1678344252467,1
5.0,THE PRICE,SOUND QUALITY BATTERY LIFE,1600863417244,0
5.0,Excellent,Excellent,1651431838836,0
5.0,so far so good,love the ease of these. looking forward to many years of use,1581517372314,0
5.0,T,Yes,1616294353402,0
5.0,Best lil ear buds,Great for my little ears!  Love that I can listen to music and / or talk with these. Perfect for hands free occasions!,1582227128421,0
5.0,Nice!,My niece recommended these and I'm very pleased with them,1605546559083,0
5.0,The Best,The air buds are great quality and great sound.,1605581064575,0
5.0,great air pods,Very happy with purchase,1581597828039,0
5.0,Worth the money,Bought this as a gift for my son and he loves them. Battery lasts all day and sound quality is great,1581217116303,0
5.0,Apple EarPods,These are fantastic just getting used to using them. And I’m sure I’m going to love them.,1562815191207,0
5.0,Love it,Love it,1660331763928,0
5.0,Great product,"Great battery life, good range, and excellent sound quality! Just wish they were a bit larger for a better fit inside the ear.",1577604902257,1
5.0,Great set,Works great for music,1655674363209,0
5.0,So so,Mine crackle when I listen,1599230624107,0
2.0,Typically absurdly overpriced Apple product,"I don’t get the hype. Overpriced. No noise cancellation. Falls out of ears. Easily lost. The best I can say is that the battery life is pretty good. And THAT is what is known as “damning with faint praise.” No. When I finally lose these forever, I will definitely not be purchasing them again.",1559799864479,0
1.0,After few months I can’t hear anything!,"Be aware that they don’t last long! From the beginning sounds was excellent, however after few months the sound is diminished!",1614279610806,0
5.0,Great sound and fit,"I had a pair of SENSO Bluetooth headphones and they had served me well and after a couple of years I wanted to go wireless, since the wire between each earpiece was bothersome, but I didn’t want to spend a lot for the gym and was worried about the fit with Apples AirPods. The price drop on the Apple AirPods was too good to pass up and I upgraded. My concern about the fit and them not fitting and possible falling out while exercising and out for a run we’re quickly dismissed. They fit very good, stay in place deliver excellent sound and the battery life is excellent also. The charge quickly and I went with the wired charging since I still use the Apple lightning cord on my phone and would use that charger. These were a great trade up and I am very p,eased with the Apple AirPods. The AirPods themselves offer many features including Siri, and other options but too much to write up, if your interested read the “about this item” notes in Amazon’s page.",1620421923895,1
2.0,Were good until......,"First, they are have really nice sound quality. They were working fine until they would no longer connect to my device. I only use them with my phone. I opened the case up and waited for them to connect to my phone and they wouldn't. Even disconnect the airpods from my phone to pair them back to my phone didn't work. The case was fully charged too so I do not know what is wrong with them.",1599377738184,0
5.0,Can you Hear This,Sound quality is awesome. Sounds perfect and they don’t hurt your ears. Battery life is about 5 hrs so you got to charge them up for a little while during the work day. Overall they are well worth the money. I use mine for work and I am on the phone 10 hrs a day. I highly recommend them..,1598804828102,0
5.0,Great,Great,1577600725627,0
5.0,Best EarPods I have had yet,"I finally invested in a pair of AirPods. I picked second generation because I was told by many people that this was one of Apple‘s best quality, also was smaller in size as I have small ear openings.",1651870827948,0
4.0,Good purchase,Original Apple airpods,1578853127577,0
1.0,Not loud enough,Not loud enough,1636514000343,0
5.0,Great as gifts,My Teenage grandkids loved them,1577406305242,0
5.0,love them,very comfortable fit,1626293740670,0
5.0,Ear pods,These do hurt your ears after a short time of wearing. Sound quality is excellent.,1621057992382,0
1.0,Air Pods not worth the money.,I wish I would not have purchased these Air Pods.  The battery does not last very long.  I charge the Air Pods and they don't keep a charge.  The longest I have been able to use them is 1 hour.  This is definitely not worth the money.  Don't purchase!!!!!!,1601409935792,1
5.0,Everything I hoped for,They are great for running with my Apple Watch. They stay in with a comfortable fit. Sound is very good. They die if left out overnight but charge very quickly.,1561118319050,0
5.0,Sounds great,Excellent,1624297690457,0
5.0,Good headphones,My son loves them. Just what he wanted,1626543823389,0
3.0,Okay...,"They are completely better than Amazon Echo Buds 2nd version.  These never disconnect and the range goes far.  I don't like that you can't set up the mute by tapping one of the AirPods. That's a big disappointment for me. I mainly use these for phone calls.  I am told that people on the other end of a phone call can hear absolutely everything I am doing, but doesn't seem to be that big of a deal. I like the ease of use with Siri.  These are just real smooth and simple, from set up to actual use.",1633728233442,1
5.0,Gift for my grandson,"The sound is great, my grandson has an injury, is using crutches.  The AirPods are perfect for hands free!!!",1607562428944,0
5.0,Use them daily,Love these pods! Use them all the time especially for work. Helps with driving as well,1590817368983,0
5.0,Great price,Awesome for the price,1666631272653,0
5.0,gift for granddaughter,Asked for by granddaughter,1608995202359,0
1.0,No good,I lost the sound every 15 min,1605659481423,0
4.0,Apple’s good product,Great product. Would definitely recommend.,1576160655421,0
5.0,Good for its price,"Great product, good for its price. Wish there was more noise canceling and louder sound. My old wired headphones that cost me $50 had better sound and noise canceling. But these ones are light and are wireless. Good for its price",1579472388957,0
5.0,AirPods,Great purchase,1587950307423,0
5.0,Work great,"Sound great, easy to charge",1642014873142,0
4.0,Comfortable to wear,They easily connect to my iPhone 6s but they tapping function doesn’t really work for skipping songs or play/pause. They usually fall out when lean forward. I think they’re a little too small to stay snuggly in place but they are comfortable to wear. The battery life is great and the sound quality is average.,1585250874894,0
5.0,Honestly really hard to live without,I'm an Android user no less.. But having BT earbuds that literally switch on whenever I take them out of the case is a blessing. I bring these everywhere I go. I was a skeptic before but I have been converted...,1595355758317,0
5.0,Great,Awesome,1586472335035,0
5.0,Apple AirPods,Love them,1582758539166,0
5.0,Work perfectly!,They stay charged for an extended work days,1661028257937,0
5.0,Bought as a gift. Too good !,Too good !,1586305482310,0
5.0,Legit,OEM AirPods - exactly as described.,1603052595511,0
4.0,Good quality ear buds,"Bluetooth ear buds, not noise cancelling, but effective for music, podcasts, whatever you like to listen to. Fit well in my ears and stay put, but not for everyone",1562351679557,0
5.0,Can't Live Without These!,"Never knew I needed airpods until I got them.  Make life so much easier.  Great quality, so easy to pair with phone.",1635390100453,0
5.0,so far--impressive,my first Apple wireless ear buds.  really impressed with the form and features.  the auto-paring is cool.  as is the awareness of when the buds are in your ears or not.  can wear for several hours and they do not irritate my ears.<br />still learning some of the more advanced features.,1582223268964,0
5.0,sounds good!,the case charges about as fast as a phone but the headphones inside the case charge super quick! love them,1590707280936,0
5.0,Apple products are always top of the line.,"Very nice packaging and design.  The sound is also great, they fit in my ears perfect.  They are very small, which I like a lot.  I hope I don't lose them!",1589659484203,0
1.0,Died after 6 weeks,"My son got these for his birthday on October 10th period by October 31st the right pods  Sound quality rapidly dissipated. By November 30th,  The right earpod stopped working all together and the left ear pod will only stay charged for 10 to 15 minutes. These are very poor quality!",1669812215389,0
3.0,Pretty good,"I liked these airpods a lot when I first got them, but they seem just okay over time.  Very easy to connect to the iphone (big plus), but it seems to me that the volume is not quite as loud as I would like.  Have a very hard time hearing my music / pod casts when using on an airplane or in the car.",1569081927714,0
5.0,Great headphones,Works great and fit my small ears well.,1658717572309,1
4.0,Almost perfect,"Love them, but the battery does not last as long as advertised.",1593912478237,0
3.0,"First pair lasted 2 weeks, hopeful for second.","First pair stopped working (wouldn’t connect to devices and right AirPod’s sound would go in and out) after 2 weeks. Amazon tech support tried to troubleshoot several times but finally they requested that I exchange. Sent out a new pair that was delivered the next day and UPS picked up the old pair. Will provide update on new pair, hopefully they will last.",1604007651085,1
4.0,Good value for the money,Pretty good. They work fine,1623590067302,0
5.0,High tech,Bought as a gift. The gift recipient was excited and seems to really enjoy them. They are small yet easy to keep up with in their case and easy to charge.  They don’t fall out of your ears easily either so you don’t have to worry about losing them.,1579120513014,0
5.0,Air pods,Exactly as expected - and finally a good price!,1575219058179,0
5.0,Easier to use than the smaller versions.,"I have no idea what the original ones were called - they were smaller.  But these work better in my opinion as they are longer.  They also fit my ears better than the other smaller version so I don’t know if they somehow redesigned.  Noise cancellation is good as well.  Sometimes I just use one in my ear at a time so that way when one dies, I can pop the other in and continue listening and then put the dead one in the charger case.",1667446186816,0
5.0,Love love love,I love these. I attempted to buy some knock offs on Amazon several months ago and they didn’t work at all. These are amazing (my first pair) and I love everything about them.,1590097113936,1
5.0,Nice upgrade from 1st gen,WHat a difference from 1st gen!,1645546242254,0
5.0,Great product. As expected.,Great product. Hopefully it will last.,1650568848768,0
5.0,Nice,Great investment sound is so clear have no problem with mic. I enjoy phone calls. Video chats and music love text reply feature,1621797377084,0
5.0,Item as described,"No issues with these, battery life is great for what I need.",1674567677298,0
5.0,Superb AirPods,Superb AirPods and love the charging case too. Highly recommend them.,1616882191676,0
5.0,This is most likely the first generation airpods,I’m pretty sure this is the first generation AirPods one is assembled in China and this new one is assembled in Vietnam,1604789328805,0
5.0,Apple does it again!,It’s an Apple product!  You’re either an Apple person or not!!!  Works flawless with great sound!,1598151309734,1
5.0,Great gift,"Purchased as a gift for my daughter. She loves them. She’s only 10, and no issues keeping them in her ears.",1616371007690,0
5.0,Love them,Love them.,1658273927789,0
5.0,Works great,Sound quality is great and the battery life last for days,1609903067295,0
5.0,Great product,"I've bought knock off earbuds and they lasted a week, which was disappointing.  Caved and decided to buy the Apple product even thought they're always so expensive.  Sound quality is great and I'm amazed how well people can hear me through the microphone.  Some static when used around other bluetooth devices, but clears up when the devices is moved away.  Great product overall and the case holds a charge for a decent amount of time.",1564060596764,0
1.0,Wrong GENERATION SENT,I bought these for my daughter for Christmas and was NOT aware they were not as advertised!!! Said 2nd generation and they were first generation!!!! I got took!!!,1672923394883,0
5.0,I love them,I love them,1602042323371,0
4.0,I’ve had better,"I have used better headphones that cost me wayyy less than these. I only got them for the perks they have, like sharing audio etc.",1651429782417,0
5.0,Reliable,Quick delivery.  Quality product.,1581135628402,0
5.0,Good,Good,1620308011284,0
5.0,Great airpods,Really like these,1662086508688,0
5.0,I can’t do without them now.,I love these things! Easy to operate.,1593208585522,0
5.0,Drowns out screaming kids and parents,"Sound quality great. Noise cancellation works because my kids don't hear me when I yell for them (LOL), battery life is a solid 8 hours if charged 100%",1626750810916,0
5.0,Very good,Very good,1591840538045,0
5.0,Great product,Best priced,1579361222710,0
5.0,Great gift,Purchased as a gift and was a big hit,1575741492339,0
5.0,Great Pods,Works great I love it,1566579863227,0
4.0,Good! But double tap never works???,"The battery of both case and pods actually last a quite long time. I can just leave the case for a couple of days and still got my green light on. the pods are okay to last for at least three hours I think (never used them for that long so can’t say for sure). If you don’t always use headphones (like me), these AirPods are all you need for some private music time.<br />The sound quality is perfect. But still hard to hear them when you are outdoors or next to loud traffic or noises.<br />The double tap on the back barely works for me. Kinda disappointed by that but I can live without it.",1583775894749,0
5.0,Perfect addition to iPhone,Bought these for the wife so this is her review. Great fit and outstanding quality. Love the case to recharge on the go.,1568382556197,0
5.0,good,good,1626542880450,0
5.0,Price,"I lost one of previous pair. When I saw these and the cost, I quickly grabbed them.",1667354236875,0
5.0,Work Great,These Airpods work great!  No complaints!  Long battery life!  They are as described by seller!,1588046796219,0
5.0,AMAZING!!!!,Love!! Love!! Love!!,1583444135328,0
5.0,As described,As described,1577929821001,0
5.0,Tried and True,I lost my AirPods and wanted to replace them with the same type pair!  These are my tried and true earpiece.,1634181865216,0
5.0,Son in law loved them,"These were a gift for our son in law who does a lot of driving for his job. They have good sound quality, are comfortable for him to wear throughout the day, and he gets to listen to his favorite pod casts! Great gift",1611646986996,0
5.0,Great gift!,Bought these for my sister for Christmas. She didn’t think she would use them and after trying them a couple times she loves them!,1580482104969,0
2.0,Stopped working after 6 months,"One of the earbuds stopped working after 6 months. Still within warranty period. Amazon wouldn’t allow a return so they sent me to Apple. Apple did everything possible to avoid replacing the broken AirPods.<br /><br />These are overpriced, have mediocre battery life, and their warranty is BS. Stay away.",1663949960045,0
5.0,Nice,My teenager loved it,1584759733768,0
5.0,Very good quality,"Great quality for the money. Not as great as the Pro’s, but very good",1673145942409,0
5.0,Best Anniversary Gift,"I absolutely LOVE these Airpods!  Great battery life, so convenient!  Best anniversary gift ever!  I use them daily!  Plus got a cute little cover for the case and bam....they rock!! great value too...cheaper than other places.",1635021246738,0
5.0,Work well.,These earbuds are comfortable and hold a charge of 1/2 battery life for a 6 hr consistent work shift. Worth the $$.,1640928545527,0
3.0,Defective device,"After 3wk of use the left ear stop working properly, most likely a manufacturer defect, who know completely sudden.",1661191801715,0
5.0,Grandson uses them all the time,"my grandson says they are great, comfortable and the sound is excellent.",1649185246662,0
4.0,It was a gift,Grandson loved it.,1622664113363,0
1.0,Not good,"Did not work, would not charge or connect with my phone",1666029281785,0
5.0,Great,Like that they fit in my ears and are comfortable. The sound is really good. The battery life is good,1643415606714,0
5.0,the only style that fit my tiny ears,These stay in.  They sound good.  FINALLY I found a pair that work!  I tried several brands of ear pods for under $50 as I didn't want to spend so much on something that I felt is easily lost. Every other pair fell out and frankly I don't want 100% noise cancellation when I'm out in public because I just don't feel it's safe not to be aware of your surroundings.  I am SO glad I took the plunge and splurged on these.  They pair easily.  They are comfortable (4/5 rating).  They are easy to store safely on my Apple watch attachment. Sound quality suits me just find.  I'm using them for my skype meetings at work with no problems. And they do not fall out!,1569951091510,1
5.0,Sound quality is good,Good quality,1573881750517,0
5.0,Nice ipods,Works great!,1641348216620,0
5.0,Love it!!!!,Love it!!!!,1647882012798,0
5.0,fit perfect,good product highly recommended,1659727757964,0
5.0,Not good for working out.,"Excellent, but not good for working out.",1579297684377,0
1.0,Already stopped working.  Very disappointing!,I ordered these in May because it seemed like a good price and it was the only thing my son told me he wanted for his birthday.  Well his birthday was less than two months ago and one of them has already stopped working!  Very disappointing!  He hasn’t even used them that much.  He didn’t take take them to school because he didn’t want them to get stolen.,1575645973031,1
5.0,Love them,Love the product and wish I hadn't waited as long as I did to join the crowd on these. Great investment,1567019878338,0
5.0,Air Pods,"Comfortable and sound is great, highly recommend",1630708050609,0
5.0,Charging capability,I just love these airpods,1628377292368,0
5.0,Good product,Works well.,1614911765529,0
5.0,Took a chance,Out of the box have worked great. Noise cancellation/sound is great.,1577741921585,0
5.0,On time and on hand thanks,Love them,1582226651235,0
3.0,🎧,👂🏼,1575521623689,0
5.0,Just what you expect,"They're really good, I have no issues with this product.",1580272714944,0
4.0,Great,Love these and the fact that no more cords! Hate the lack of noise cancellation and they tend to fall out when I’m working,1667580541135,0
3.0,So so,Sound quality is good.  Comfort is pretty good.  Instructions are a bad joke.  I can't get the pods to respond to my fingers.  Maybe it's just me.,1613145205878,0
4.0,Gift for teenager,They are trendy and my teenagers love them. I hope the sound quality is good for the price!,1564078680190,0
5.0,Love,I go to the gym almost every day and they work great.,1578835015869,0
5.0,Great Quality & Sound!!,4th pair of Air pods (four ppl in our family) and 2nd pair from Amazon and we all love them. Both pair from Amazon were just as great as the ones from Apple.,1579445787310,0
5.0,Outstanding product!,Outstanding product!,1663684306063,0
5.0,Wish the charge lasted longer,"The charge doesn’t last long enough, other than that, they are great, fit good ,awesome sound",1607209583023,0
4.0,Volume?,Love them but still cannot believe there is no volume control.,1577767703852,0
1.0,2nd generation air pods,"Will try to return, fall out of ears for no apparent reason. They are too big for my ears.",1653314884094,0
5.0,Enjoy music more,I am thrilled with the quality and the how much I enjoy using them. It makes a world of difference.,1566044965942,0
4.0,good sound and battery,compact good sound and battery for all day,1622489313012,0
5.0,Great sound!,"The sound is clear and wonderful and I can have them in and still hear my husband talk to me, unless I turn them up then its harder to hear him😀",1613674160293,1
5.0,All good!,"The fit is good, sound quality is excellent, charging is a cinch, Bluetooth connection is smooth. All good!",1621002258886,0
2.0,Doesn’t swap from music to phone calls correctly,"When listening to music, the Airpods do not often switch over properly to make a phone call.  The person you are trying to speak to cannot hear you (at all).  Disappointed",1565233247090,0
1.0,Garbage don’t buy from here,Stopped charging after a few uses.,1601861284321,1
5.0,Most solid Bluetooth connection you’ll find,"I originally never thought I’d own these..  I have several Apple products and try to buy other brands just so I don’t come across an an Apple fanatic (I'm actually somewhat critical of them)..  I also always want to know if the grass is greener, I want to own the best gadgets regardless of who makes them :)  I own Bose Soundsport free and a couple pairs of Zolo liberty plus.  I also have used an Anker set with the wire between the buds.<br />The AirPods, while I have experienced bugs over the years..  they are the most robust Bluetooth connection I’ve used.  They literally NEVER cut out when using under normal conditions.  I bought the first generation ones because I like that they are small and white, fits perfectly under a hair net that I have to wear in clean rooms for work.  Can listen to my tunes and most people won’t even notice I’m wearing em.  I have put dozens of yards of space between me and my phone, several tall metal machines that one would think should interfere with the connection.  It amazes me how solid they are.<br />Now, I won’t use these for working out as I sweat quite a bit and I’m certain they’ll fall right out.  I think the Bose ones are the most secure for working out.<br />Battery life is pretty good when they are new.  After a year or two you will notice that it declines (based on my experience with the gen1 version).  The battery case could definitely have more juice.  When compared to the amount of charges you can get with the Zolo’s, puts the AirPods and the Bose to shame.<br />People like to complain about the sound quality and sometimes about the lack of noise cancellation.  But I find that they sound really good, granted I’m not really a sound snob..  easy to please..  IMO neither the Bose or the Zolo sound any better.",1564245992004,13
5.0,Use these daily,"Ok, I'm a 75 year old with a love of old school R&B music. Hubby who's 80 only likes classical, as in Bach. So, with that in mind, to keep everyone happy somebody needs to be on mute. I got that straw, so these are the solution. These pair nicely with my iPhone XR and Apple Music subscription. I use them with a simple plastic ""leash"" around my neck with ends that fit onto the stems and keeps the AirPods from getting lost if one falls out of an ear or pulled out by a kitty.  Love these. Wish I'd had these in the 60's along with my trusty red Zenith transistor radio!",1612031255052,0
5.0,Good,"Real AirPods, good sound, decent battery life, great Bluetooth-no dropping-works great via siri, tucks in the outer part of the ear without the ear fatigue of in ear pods-this means is comfortable to wear for long periods without hurting, I even washed and dried a pair of these in my jeans by accident and they still worked after",1603113727625,0
